date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,1.0398550729070122,0.0,0.4351699376397146,0.0,0.7105747650431323,0.9540630979411703,0.12416921870041428,0.8471838427619723,0.053221269687344926,0.9940964692765414,0.0,0.04138933110091597,0.03686422787675988,0.3278161862647349,0.14847162583889323,0.0,0.23715101454261212,0.663494360758338,0.07290070559559414,0.9207688789243964,0.0,0.9472935378906941,0.23917429467356305,0.6505650203166711,0.27692948034682624,0.046911778410949026,0.9368417755100905,0.0,0.981828714594356,0.6105981190251895,0.9475576384713766
1,0.0,1.0501239590680254,0.0009449080422198088,0.5497608449328139,0.08452836691703268,0.7202946947838398,0.9289971899797059,0.10520461694222896,0.9461262532529365,0.0,0.9119143948900326,0.025416797421993532,0.025926259410292682,0.0,0.36459129890877107,0.15755054673310348,0.026572437861240097,0.1295151144116906,0.708409604607535,0.0,0.9674944030979216,0.0,1.0460775122139352,0.1908088282019897,0.7008034157899737,0.2832631239494636,0.0,1.054261535688224,0.030549662745359866,0.9178900129085371,0.507721618599464,0.9862253990888776
2,0.09139769966654065,1.022995298949751,0.05293588293426771,0.6100188547208656,0.08523783039750772,0.7447800677330749,0.9145866710668584,0.11734455366555359,0.8963721934543826,0.0,0.9324331584430435,0.024447652933225518,0.08600510634451168,0.0,0.394904570927451,0.16785542370793297,0.04969826749233092,0.14585023916234335,0.6190807114622439,0.0,0.9528353135960729,0.040853395170055914,0.9570979217356993,0.2656896366467021,0.6808014575283687,0.22471642186135013,0.0,1.0162170821552372,0.0435007696078968,0.9187792714719384,0.6006687541545819,1.0323164054936704
3,0.04830203281403389,0.9520791913806472,0.0,0.5260583683200282,0.0,0.7161033336871229,0.8971325311508751,0.111583464822679,0.929010126959473,0.0,0.9296158979775483,0.0,0.02645097722828051,0.035736398851385326,0.42339260070921725,0.14277810156100693,0.030861149029326882,0.23168198821649727,0.6073856750467834,0.06337450069347064,0.9053013453452095,0.046635938426249635,1.0357939201120523,0.24054708396377672,0.7512216544890378,0.2554392113249917,0.036998276709068106,0.9721006578791908,0.02543078562682289,0.9925129558994965,0.5495176719409103,0.9347482751537077
4,0.05552693524516235,0.9637324694593311,0.07657442285462143,0.5307722975819463,0.057537791423607904,0.6758554843061662,1.0310922233026085,0.07106134573773211,0.9259366042213779,0.013039899584458534,0.9535568863846878,0.017518309285675947,0.0,0.04918974591452108,0.3713263645463258,0.20125321658823309,0.0,0.10327759975895336,0.7007341122681492,0.0364281622251128,0.9346517181555914,0.02924688360146241,1.036366291036762,0.2854609816856049,0.6807721817721822,0.3081526365099658,0.0,0.9167143682529247,0.0,0.9788592867894665,0.5164155990743471,0.8952456660762966
5,0.0,1.0555622231047166,0.0,0.4771855882976118,0.0,0.6879040350680964,1.0335800923959049,0.14184440660741085,0.9819006399647041,0.08061930423076118,0.9396302060000514,0.05327171077925541,0.020198280330144966,0.032334573640464465,0.37602314572070245,0.14477441367506477,0.0,0.1430386060284596,0.6154049252140469,0.022036455639306923,0.909485768989622,0.0,0.9687163383464863,0.28474062568868563,0.7560667533989704,0.246755416079527,0.0,0.9718836640607458,0.0,0.9637503005570802,0.5458455530654133,1.007352446251373
6,0.07457494930336997,0.9869511371437519,0.04977483446090006,0.630068249470693,0.0,0.6473017405204634,0.9428492105277382,0.13688723298536082,0.9807946587744333,0.036973677062853455,1.009817653775086,0.0,0.0,0.0,0.33917013973175136,0.20154846648052452,0.025389607636455615,0.11917151865938351,0.6039389275150323,0.0,1.0349615680220472,0.0,0.9991838570811821,0.2602250504128065,0.7075636703218268,0.26289766874794407,0.03790877774975356,0.9720961164787182,0.0,0.9236483031657767,0.5089262660723243,0.9625411340155995
7,0.0,0.9480079154367246,0.011345019106282519,0.639799769012507,0.07809563236316283,0.6436866206846371,0.8980084411951992,0.10555789541720645,0.9802794568489326,0.07026433067476939,0.9908622458115631,0.05146708197099478,0.07743266579682379,0.0,0.36771729700731814,0.2331314169296564,0.043592586615277956,0.1472976996794232,0.6203527421407286,0.016442231445888973,0.9589102932829123,0.02112160587142252,1.00663950630988,0.2599652559025854,0.6167310068443745,0.33969769359591323,0.0,0.9912829715297248,0.02765496328362802,0.9517671736815527,0.515686356834077,0.9282452899433027
8,0.006616615384234262,0.9938475879894384,0.0,0.5816858942258408,0.0,0.6561324547957094,0.9809874909548132,0.0727105429207329,0.9253117149727034,0.02227924787882829,1.0158753538437852,0.0,0.0,0.0021028176171501104,0.40261926161374184,0.14129801614450294,0.0,0.21292896051185733,0.6536066843688287,0.0,0.8883533019330341,0.0,0.96899050476753,0.2523711532032882,0.5844071087627457,0.2608314565457607,0.0,0.9179176691533346,0.02792881764412769,1.040006417718877,0.5898596844510319,0.9440150423726935
9,0.0,0.9789514358527154,0.06836753021251296,0.6079834969652427,0.0,0.741706985185441,0.9110540757350412,0.13396677827893563,0.9905480764030796,0.0,0.9295116428932797,0.056471933528639426,0.03779813619687869,0.0,0.4780012113875486,0.19217613105448242,0.04156311322021222,0.23043668665247574,0.6177814938735686,0.03727548537077609,0.9361135013001216,0.07239079768782437,0.9714248619074864,0.32972536861348234,0.6996029619564264,0.3578023213544851,0.014372492406692309,1.0025092718420108,0.0,1.0865956254039395,0.46653670027717276,1.0735318291799543
